word_id,H_human,H_model,entropy_quartile,overlap_at_5,weighted_overlap_at_5,overlap_at_10,weighted_overlap_at_10,overlap_at_20,weighted_overlap_at_20,overlap_at_50,weighted_overlap_at_50,overlap_at_100,weighted_overlap_at_100
трепало,3.383216508506551,1.7387490927230602,Q4,0.07894736842105263,0.0789473684210526,0.07894736842105263,0.0789473684210526,0.15789473684210525,0.1710526315789473,0.21052631578947367,0.24999999999999986,0.21052631578947367,0.24999999999999986
углу,2.164381708444508,0.9285727419351566,Q2,0.11764705882352941,0.2121212121212121,0.11764705882352941,0.2121212121212121,0.11764705882352941,0.2121212121212121,0.11764705882352941,0.2121212121212121,0.11764705882352941,0.2121212121212121
узкой,2.463280883174366,0.774089269550144,Q3,0.14285714285714285,0.3333333333333332,0.21428571428571427,0.3809523809523808,0.21428571428571427,0.3809523809523808,0.21428571428571427,0.3809523809523808,0.21428571428571427,0.3809523809523808
узнал,2.9621892972623227,0.628237979484714,Q4,0.11428571428571428,0.3362068965517239,0.11428571428571428,0.3362068965517239,0.2,0.46551724137931,0.2,0.46551724137931,0.22857142857142856,0.47413793103448243
уйма,2.1910133173369406,1.0153953143167624,Q2,0.25,0.35,0.25,0.35,0.25,0.35,0.25,0.35,0.25,0.35
уйти,2.648438334546311,0.694533111845373,Q3,0.13333333333333333,0.3333333333333332,0.13333333333333333,0.3333333333333332,0.13333333333333333,0.3333333333333332,0.13333333333333333,0.3333333333333332,0.13333333333333333,0.3333333333333332
урон,3.3743239575020487,0.8659561702270276,Q4,0.058823529411764705,0.0392156862745098,0.058823529411764705,0.0392156862745098,0.058823529411764705,0.0392156862745098,0.058823529411764705,0.0392156862745098,0.058823529411764705,0.0392156862745098
урчала,2.778756107641899,1.0552070211671722,Q4,0.047619047619047616,0.3984375,0.047619047619047616,0.3984375,0.047619047619047616,0.3984375,0.047619047619047616,0.3984375,0.047619047619047616,0.3984375
ускользать,2.143041792817198,1.227412189228432,Q2,0.29411764705882354,0.2115384615384613,0.4117647058823529,0.2884615384615381,0.4117647058823529,0.2884615384615381,0.4117647058823529,0.2884615384615381,0.4117647058823529,0.2884615384615381
установить,2.5232109529528897,0.6812705257426817,Q3,0.07692307692307693,0.1333333333333333,0.07692307692307693,0.1333333333333333,0.07692307692307693,0.1333333333333333,0.07692307692307693,0.1333333333333333,0.07692307692307693,0.1333333333333333
ухо,2.0348755861937717,1.1794610119687048,Q2,0.2777777777777778,0.7812499999999998,0.2777777777777778,0.7812499999999998,0.2777777777777778,0.7812499999999998,0.2777777777777778,0.7812499999999998,0.2777777777777778,0.7812499999999998
фарш,1.769036161304013,1.5282130206416944,Q1,0.5,0.7777777777777777,0.625,0.8333333333333333,0.625,0.8333333333333333,0.625,0.8333333333333333,0.625,0.8333333333333333
фен,3.362578424679913,1.132512599775622,Q4,0.061224489795918366,0.232,0.08163265306122448,0.256,0.08163265306122448,0.256,0.08163265306122448,0.256,0.08163265306122448,0.256
хаки,2.7480380201089467,1.2791931156857093,Q3,0.07692307692307693,0.0769230769230768,0.07692307692307693,0.0769230769230768,0.07692307692307693,0.0769230769230768,0.07692307692307693,0.0769230769230768,0.07692307692307693,0.0769230769230768
хмурила,2.845611581742008,1.0765740506820987,Q4,0.12903225806451613,0.48684210526315785,0.12903225806451613,0.48684210526315785,0.12903225806451613,0.48684210526315785,0.12903225806451613,0.48684210526315785,0.12903225806451613,0.48684210526315785
центре,1.0831728085382526,0.8047659602415346,Q1,0.4,0.8421052631578946,0.4,0.8421052631578946,0.4,0.8421052631578946,0.4,0.8421052631578946,0.4,0.8421052631578946
шаг,3.8302175661091837,0.7911359951959468,Q4,0.05454545454545454,0.1538461538461536,0.05454545454545454,0.1538461538461536,0.05454545454545454,0.1538461538461536,0.05454545454545454,0.1538461538461536,0.05454545454545454,0.1538461538461536
шлейф,1.6674619334292948,1.1642381637684216,Q1,0.2857142857142857,0.625,0.2857142857142857,0.625,0.2857142857142857,0.625,0.2857142857142857,0.625,0.2857142857142857,0.625
штатив,3.1615365798581236,0.6975044076446753,Q4,0.1,0.4066666666666665,0.1,0.4066666666666665,0.1,0.4066666666666665,0.1,0.4066666666666665,0.1,0.4066666666666665
юлин,2.371622082737895,0.9168644729645848,Q3,0.21428571428571427,0.2641509433962263,0.21428571428571427,0.2641509433962263,0.21428571428571427,0.2641509433962263,0.21428571428571427,0.2641509433962263,0.21428571428571427,0.2641509433962263
юный,2.249848078478295,1.0197698680773515,Q2,0.038461538461538464,0.5217391304347826,0.07692307692307693,0.536231884057971,0.11538461538461539,0.5507246376811594,0.15384615384615385,0.5797101449275361,0.15384615384615385,0.5797101449275361
ярых,2.8981304781288526,1.0136950698214588,Q4,0.18181818181818182,0.16363636363636339,0.22727272727272727,0.4181818181818179,0.22727272727272727,0.4181818181818179,0.22727272727272727,0.4181818181818179,0.22727272727272727,0.4181818181818179
